flight_id,flight_no,delay_cause,delay_classification,on_time
5859,PG0496,No delays,On-time,True
5860,PG0496,security_ct,Short delay,False
5861,PG0496,security_ct,Short delay,False
5862,PG0496,late_aircraft_ct,Short delay,False
5863,PG0496,late_aircraft_ct,Moderate delay,False
5864,PG0496,carrier_ct,Long delay,False
5865,PG0496,No delays,On-time,True
5866,PG0496,No delays,On-time,True
5867,PG0496,late_aircraft_ct,Short delay,False
5868,PG0496,carrier_ct,Short delay,False
5869,PG0496,late_aircraft_ct,Short delay,False
5870,PG0496,late_aircraft_ct,Short delay,False
5871,PG0496,No delays,On-time,True
5872,PG0496,carrier_ct,Short delay,False
5873,PG0496,carrier_ct,Short delay,False
5874,PG0496,carrier_ct,Moderate delay,False
5875,PG0496,security_ct,Short delay,False
5876,PG0496,security_ct,Short delay,False
5877,PG0496,carrier_ct,Short delay,False
5878,PG0496,No delays,On-time,True
5879,PG0496,No delays,On-time,True
5880,PG0496,No delays,On-time,True
5881,PG0496,No delays,On-time,True
5882,PG0496,No delays,On-time,True
5883,PG0496,No delays,On-time,True
5884,PG0496,carrier_ct,Long delay,False
5885,PG0496,security_ct,Short delay,False
5886,PG0496,No delays,On-time,True
5887,PG0496,carrier_ct,Short delay,False
5888,PG0496,No delays,On-time,True
5889,PG0496,carrier_ct,Short delay,False
5890,PG0496,security_ct,Short delay,False
5891,PG0496,late_aircraft_ct,Short delay,False
5892,PG0496,nas_ct,Short delay,False
5893,PG0496,No delays,On-time,True
5894,PG0496,No delays,On-time,True
5895,PG0496,No delays,On-time,True
5896,PG0496,No delays,On-time,True
5897,PG0496,nas_ct,Short delay,False
5898,PG0496,security_ct,Short delay,False
5899,PG0496,carrier_ct,Short delay,False
5900,PG0496,No delays,On-time,True
5901,PG0496,security_ct,Short delay,False
5902,PG0496,No delays,On-time,True
5903,PG0496,No delays,On-time,True
5904,PG0496,weather_ct,Moderate delay,False
5905,PG0496,No delays,On-time,True
5906,PG0496,carrier_ct,Short delay,False
5907,PG0496,nas_ct,Moderate delay,False
5908,PG0496,No delays,On-time,True
5909,PG0496,carrier_ct,Short delay,False
5910,PG0496,late_aircraft_ct,Short delay,False
5911,PG0496,No delays,On-time,True
5912,PG0496,No delays,On-time,True
5913,PG0281,No delays,On-time,True
5914,PG0281,nas_ct,Short delay,False
5915,PG0281,No delays,On-time,True
5916,PG0281,late_aircraft_ct,Short delay,False
5917,PG0281,No delays,On-time,True
5918,PG0281,No delays,On-time,True
5919,PG0281,nas_ct,Short delay,False
5920,PG0281,security_ct,Short delay,False
5921,PG0281,carrier_ct,Short delay,False
5922,PG0281,No delays,On-time,True
5923,PG0281,carrier_ct,Short delay,False
5924,PG0281,security_ct,Short delay,False
5925,PG0281,No delays,On-time,True
5926,PG0281,No delays,On-time,True
5927,PG0281,carrier_ct,Long delay,False
5928,PG0281,No delays,On-time,True
5929,PG0281,No delays,On-time,True
5930,PG0281,No delays,On-time,True
5931,PG0281,No delays,On-time,True
5932,PG0281,carrier_ct,Short delay,False
5933,PG0281,No delays,On-time,True
5934,PG0281,carrier_ct,Short delay,False
5935,PG0281,No delays,On-time,True
5936,PG0281,No delays,On-time,True
5937,PG0281,carrier_ct,Moderate delay,False
5938,PG0281,nas_ct,Moderate delay,False
5939,PG0281,security_ct,Moderate delay,False
5940,PG0281,late_aircraft_ct,Short delay,False
5941,PG0281,nas_ct,Short delay,False
5942,PG0281,security_ct,Moderate delay,False
5943,PG0281,security_ct,Short delay,False
5944,PG0281,security_ct,Short delay,False
5945,PG0281,No delays,On-time,True
5946,PG0281,carrier_ct,Long delay,False
5947,PG0281,late_aircraft_ct,Moderate delay,False
5948,PG0281,late_aircraft_ct,Short delay,False
5949,PG0281,nas_ct,Short delay,False
5950,PG0281,No delays,On-time,True
5951,PG0281,No delays,On-time,True
5952,PG0281,No delays,On-time,True
5953,PG0281,No delays,On-time,True
5954,PG0281,late_aircraft_ct,Short delay,False
5955,PG0281,No delays,On-time,True
5956,PG0281,No delays,On-time,True
5957,PG0281,No delays,On-time,True
5958,PG0281,No delays,On-time,True
5959,PG0281,No delays,On-time,True
5960,PG0281,late_aircraft_ct,Short delay,False
5961,PG0281,No delays,On-time,True
5962,PG0281,No delays,On-time,True
5963,PG0281,No delays,On-time,True
5964,PG0281,No delays,On-time,True
5965,PG0281,nas_ct,Short delay,False
5966,PG0281,nas_ct,Short delay,False
5967,PG0281,No delays,On-time,True
5968,PG0281,No delays,On-time,True
5969,PG0281,No delays,On-time,True
5970,PG0281,weather_ct,Short delay,False
5971,PG0281,No delays,On-time,True
5972,PG0281,weather_ct,Short delay,False
5973,PG0281,nas_ct,Short delay,False
5974,PG0703,No delays,On-time,True
5975,PG0703,late_aircraft_ct,Short delay,False
5976,PG0703,No delays,On-time,True
5977,PG0703,No delays,On-time,True
5978,PG0703,No delays,On-time,True
5979,PG0703,weather_ct,Short delay,False
5980,PG0703,No delays,On-time,True
5981,PG0703,late_aircraft_ct,Short delay,False
5982,PG0703,No delays,On-time,True
5983,PG0703,No delays,On-time,True
5984,PG0703,No delays,On-time,True
5985,PG0703,No delays,On-time,True
5986,PG0703,nas_ct,Short delay,False
5987,PG0703,carrier_ct,Short delay,False
5988,PG0703,late_aircraft_ct,Short delay,False
5989,PG0703,nas_ct,Short delay,False
5990,PG0703,security_ct,Short delay,False
5991,PG0703,No delays,On-time,True
5992,PG0703,weather_ct,Short delay,False
5993,PG0703,No delays,On-time,True
5994,PG0703,carrier_ct,Short delay,False
5995,PG0703,No delays,On-time,True
5996,PG0703,No delays,On-time,True
5997,PG0703,nas_ct,Short delay,False
5998,PG0703,nas_ct,Moderate delay,False
5999,PG0703,No delays,On-time,True
6000,PG0703,nas_ct,Short delay,False
6001,PG0703,carrier_ct,Short delay,False
6002,PG0703,security_ct,Short delay,False
6003,PG0703,weather_ct,Short delay,False
6004,PG0703,security_ct,Short delay,False
6005,PG0703,No delays,On-time,True
6006,PG0703,No delays,On-time,True
6007,PG0703,weather_ct,Moderate delay,False
6008,PG0703,security_ct,Short delay,False
6009,PG0703,nas_ct,Short delay,False
6010,PG0703,late_aircraft_ct,Short delay,False
6011,PG0703,late_aircraft_ct,Short delay,False
6012,PG0703,No delays,On-time,True
6013,PG0703,nas_ct,Short delay,False
6014,PG0703,carrier_ct,Short delay,False
6015,PG0703,No delays,On-time,True
6016,PG0703,No delays,On-time,True
6017,PG0703,security_ct,Short delay,False
6018,PG0703,No delays,On-time,True
6019,PG0703,weather_ct,Short delay,False
6020,PG0703,late_aircraft_ct,Short delay,False
6021,PG0703,security_ct,Short delay,False
6022,PG0703,late_aircraft_ct,Moderate delay,False
6023,PG0703,No delays,On-time,True
6024,PG0703,security_ct,Short delay,False
6025,PG0703,nas_ct,Short delay,False
6026,PG0703,nas_ct,Short delay,False
6027,PG0703,nas_ct,Moderate delay,False
6028,PG0703,No delays,On-time,True
6029,PG0703,nas_ct,Short delay,False
6030,PG0703,No delays,On-time,True
6031,PG0703,nas_ct,Short delay,False
6032,PG0703,weather_ct,Moderate delay,False
6033,PG0703,carrier_ct,Short delay,False
6034,PG0703,weather_ct,Moderate delay,False
6035,PG0291,security_ct,Short delay,False
6036,PG0291,No delays,On-time,True
6037,PG0291,nas_ct,Short delay,False
6038,PG0291,carrier_ct,Short delay,False
6039,PG0291,late_aircraft_ct,Short delay,False
6040,PG0291,No delays,On-time,True
6041,PG0291,No delays,On-time,True
6042,PG0291,nas_ct,Short delay,False
6043,PG0291,late_aircraft_ct,Short delay,False
6044,PG0291,No delays,On-time,True
6045,PG0291,nas_ct,Moderate delay,False
6046,PG0291,No delays,On-time,True
6047,PG0291,No delays,On-time,True
6048,PG0291,No delays,On-time,True
6049,PG0291,carrier_ct,Short delay,False
6050,PG0291,No delays,On-time,True
6051,PG0291,late_aircraft_ct,Short delay,False
6052,PG0291,No delays,On-time,True
6053,PG0291,carrier_ct,Long delay,False
6054,PG0291,late_aircraft_ct,Short delay,False
6055,PG0291,No delays,On-time,True
6056,PG0291,carrier_ct,Long delay,False
6057,PG0291,No delays,On-time,True
6058,PG0291,No delays,On-time,True
6059,PG0291,carrier_ct,Short delay,False
6060,PG0291,weather_ct,Short delay,False
6061,PG0291,No delays,On-time,True
6062,PG0291,No delays,On-time,True
6063,PG0291,security_ct,Short delay,False
6064,PG0291,No delays,On-time,True
6065,PG0291,No delays,On-time,True
6066,PG0291,carrier_ct,Long delay,False
6067,PG0291,late_aircraft_ct,Short delay,False
6068,PG0291,carrier_ct,Short delay,False
6069,PG0291,No delays,On-time,True
6070,PG0291,weather_ct,Short delay,False
6071,PG0291,No delays,On-time,True
6072,PG0291,No delays,On-time,True
6073,PG0291,nas_ct,Short delay,False
6074,PG0291,carrier_ct,Short delay,False
6075,PG0291,No delays,On-time,True
6076,PG0291,No delays,On-time,True
6077,PG0291,No delays,On-time,True
6078,PG0291,No delays,On-time,True
6079,PG0291,No delays,On-time,True
6080,PG0291,No delays,On-time,True
6081,PG0291,No delays,On-time,True
6082,PG0291,carrier_ct,Short delay,False
6083,PG0291,No delays,On-time,True
6084,PG0291,weather_ct,Short delay,False
6085,PG0291,No delays,On-time,True
6086,PG0291,No delays,On-time,True
6087,PG0291,No delays,On-time,True
6088,PG0291,carrier_ct,Short delay,False
6089,PG0291,security_ct,Short delay,False
6090,PG0291,weather_ct,Short delay,False
6091,PG0291,No delays,On-time,True
6092,PG0291,No delays,On-time,True
6093,PG0291,No delays,On-time,True
6094,PG0291,weather_ct,Short delay,False
6095,PG0291,weather_ct,Short delay,False
6096,PG0661,late_aircraft_ct,Short delay,False
6097,PG0661,No delays,On-time,True
6098,PG0661,No delays,On-time,True
6099,PG0661,No delays,On-time,True
6100,PG0661,late_aircraft_ct,Moderate delay,False
6101,PG0661,nas_ct,Short delay,False
6102,PG0661,No delays,On-time,True
6103,PG0661,carrier_ct,Moderate delay,False
6104,PG0661,No delays,On-time,True
6105,PG0661,No delays,On-time,True
6106,PG0661,late_aircraft_ct,Short delay,False
6107,PG0661,No delays,On-time,True
6108,PG0661,No delays,On-time,True
6109,PG0661,carrier_ct,Moderate delay,False
6110,PG0661,No delays,On-time,True
6111,PG0661,No delays,On-time,True
6112,PG0661,security_ct,Moderate delay,False
6113,PG0299,late_aircraft_ct,Short delay,False
6114,PG0299,carrier_ct,Short delay,False
6115,PG0299,No delays,On-time,True
6116,PG0299,nas_ct,Short delay,False
6117,PG0299,weather_ct,Short delay,False
6118,PG0299,No delays,On-time,True
6119,PG0299,No delays,On-time,True
6120,PG0299,No delays,On-time,True
6121,PG0299,nas_ct,Moderate delay,False
6122,PG0299,nas_ct,Short delay,False
6123,PG0299,carrier_ct,Short delay,False
6124,PG0299,No delays,On-time,True
6125,PG0299,weather_ct,Short delay,False
6126,PG0299,nas_ct,Moderate delay,False
6127,PG0299,No delays,On-time,True
6128,PG0299,nas_ct,Short delay,False
6129,PG0299,nas_ct,Moderate delay,False
6130,PG0299,No delays,On-time,True
6131,PG0299,carrier_ct,Short delay,False
6132,PG0299,carrier_ct,Long delay,False
6133,PG0299,No delays,On-time,True
6134,PG0299,security_ct,Short delay,False
6135,PG0299,No delays,On-time,True
6136,PG0299,carrier_ct,Short delay,False
6137,PG0299,No delays,On-time,True
6138,PG0299,nas_ct,Short delay,False
6139,PG0299,No delays,On-time,True
6140,PG0299,security_ct,Moderate delay,False
6141,PG0299,late_aircraft_ct,Short delay,False
6142,PG0299,nas_ct,Short delay,False
6143,PG0299,nas_ct,Short delay,False
6144,PG0299,No delays,On-time,True
6145,PG0299,No delays,On-time,True
6146,PG0299,No delays,On-time,True
6147,PG0299,nas_ct,Moderate delay,False
6148,PG0299,No delays,On-time,True
6149,PG0299,No delays,On-time,True
6150,PG0299,late_aircraft_ct,Short delay,False
6151,PG0299,nas_ct,Short delay,False
6152,PG0299,No delays,On-time,True
6153,PG0299,No delays,On-time,True
6154,PG0299,No delays,On-time,True
6155,PG0299,late_aircraft_ct,Short delay,False
6156,PG0299,No delays,On-time,True
6157,PG0299,nas_ct,Short delay,False
6158,PG0299,No delays,On-time,True
6159,PG0299,security_ct,Short delay,False
6160,PG0299,carrier_ct,Short delay,False
6161,PG0299,No delays,On-time,True
6162,PG0299,late_aircraft_ct,Short delay,False
6163,PG0299,No delays,On-time,True
6164,PG0299,No delays,On-time,True
6165,PG0299,security_ct,Short delay,False
6166,PG0299,No delays,On-time,True
6167,PG0299,weather_ct,Short delay,False
6168,PG0299,No delays,On-time,True
6169,PG0299,late_aircraft_ct,Short delay,False
6170,PG0299,No delays,On-time,True
6171,PG0299,nas_ct,Short delay,False
6172,PG0299,late_aircraft_ct,Short delay,False
6173,PG0299,late_aircraft_ct,Moderate delay,False
6174,PG0120,No delays,On-time,True
6175,PG0120,late_aircraft_ct,Short delay,False
6176,PG0120,carrier_ct,Short delay,False
6177,PG0120,late_aircraft_ct,Short delay,False
6178,PG0120,security_ct,Short delay,False
6179,PG0120,late_aircraft_ct,Short delay,False
6180,PG0120,No delays,On-time,True
6181,PG0120,late_aircraft_ct,Short delay,False
6182,PG0120,No delays,On-time,True
6183,PG0120,nas_ct,Short delay,False
6184,PG0120,security_ct,Short delay,False
6185,PG0120,security_ct,Short delay,False
6186,PG0120,No delays,On-time,True
6187,PG0120,weather_ct,Short delay,False
6188,PG0120,security_ct,Short delay,False
6189,PG0120,carrier_ct,Short delay,False
6190,PG0120,No delays,On-time,True
6191,PG0120,carrier_ct,Short delay,False
6192,PG0120,nas_ct,Short delay,False
6193,PG0120,nas_ct,Moderate delay,False
6194,PG0120,No delays,On-time,True
6195,PG0120,No delays,On-time,True
6196,PG0120,nas_ct,Short delay,False
6197,PG0120,No delays,On-time,True
6198,PG0120,late_aircraft_ct,Moderate delay,False
6199,PG0120,weather_ct,Short delay,False
6200,PG0120,No delays,On-time,True
6201,PG0120,No delays,On-time,True
6202,PG0120,carrier_ct,Short delay,False
6203,PG0120,No delays,On-time,True
6204,PG0120,security_ct,Short delay,False
6205,PG0120,No delays,On-time,True
6206,PG0120,weather_ct,Short delay,False
6207,PG0120,No delays,On-time,True
6208,PG0120,carrier_ct,Short delay,False
6209,PG0120,security_ct,Short delay,False
6210,PG0120,No delays,On-time,True
6211,PG0120,carrier_ct,Short delay,False
6212,PG0120,security_ct,Moderate delay,False
6213,PG0120,No delays,On-time,True
6214,PG0120,No delays,On-time,True
6215,PG0120,security_ct,Short delay,False
6216,PG0120,weather_ct,Short delay,False
6217,PG0120,weather_ct,Short delay,False
6218,PG0120,late_aircraft_ct,Short delay,False
6219,PG0120,No delays,On-time,True
6220,PG0120,No delays,On-time,True
6221,PG0120,carrier_ct,Short delay,False
6222,PG0120,carrier_ct,Short delay,False
6223,PG0120,No delays,On-time,True
6224,PG0120,security_ct,Short delay,False
6225,PG0120,carrier_ct,Short delay,False
6226,PG0120,nas_ct,Short delay,False
6227,PG0120,No delays,On-time,True
6228,PG0120,No delays,On-time,True
6229,PG0120,nas_ct,Moderate delay,False
6230,PG0120,No delays,On-time,True
6231,PG0120,nas_ct,Short delay,False
6232,PG0120,No delays,On-time,True
6233,PG0120,No delays,On-time,True
6234,PG0120,security_ct,Short delay,False
6235,PG0179,No delays,On-time,True
6236,PG0178,security_ct,Short delay,False
6237,PG0179,nas_ct,Short delay,False
6238,PG0178,No delays,On-time,True
6239,PG0178,No delays,On-time,True
6240,PG0179,No delays,On-time,True
6241,PG0178,No delays,On-time,True
6242,PG0179,No delays,On-time,True
6243,PG0178,No delays,On-time,True
6244,PG0178,No delays,On-time,True
6245,PG0179,No delays,On-time,True
6246,PG0178,No delays,On-time,True
6247,PG0179,No delays,On-time,True
6248,PG0179,No delays,On-time,True
6249,PG0178,late_aircraft_ct,Short delay,False
6250,PG0179,carrier_ct,Short delay,False
6251,PG0178,nas_ct,Short delay,False
6252,PG0179,late_aircraft_ct,Short delay,False
6253,PG0178,late_aircraft_ct,Short delay,False
6254,PG0179,No delays,On-time,True
6255,PG0179,No delays,On-time,True
6256,PG0179,weather_ct,Short delay,False
6257,PG0178,carrier_ct,Short delay,False
6258,PG0178,No delays,On-time,True
6259,PG0179,No delays,On-time,True
6260,PG0178,No delays,On-time,True
6261,PG0179,No delays,On-time,True
6262,PG0179,security_ct,Short delay,False
6263,PG0179,late_aircraft_ct,Short delay,False
6264,PG0178,nas_ct,Short delay,False
6265,PG0178,No delays,On-time,True
6266,PG0178,No delays,On-time,True
6267,PG0178,No delays,On-time,True
6268,PG0179,No delays,On-time,True
6269,PG0178,No delays,On-time,True
6270,PG0179,security_ct,Short delay,False
6271,PG0179,late_aircraft_ct,Short delay,False
6272,PG0179,carrier_ct,Long delay,False
6273,PG0178,carrier_ct,Long delay,False
6274,PG0178,nas_ct,Moderate delay,False
6275,PG0178,carrier_ct,Short delay,False
6276,PG0179,carrier_ct,Short delay,False
6277,PG0178,late_aircraft_ct,Short delay,False
6278,PG0178,late_aircraft_ct,Short delay,False
6279,PG0179,security_ct,Short delay,False
6280,PG0178,late_aircraft_ct,Moderate delay,False
6281,PG0178,No delays,On-time,True
6282,PG0178,late_aircraft_ct,Short delay,False
6283,PG0179,security_ct,Short delay,False
6284,PG0179,No delays,On-time,True
6285,PG0179,No delays,On-time,True
6286,PG0179,weather_ct,Short delay,False
6287,PG0178,carrier_ct,Moderate delay,False
6288,PG0179,late_aircraft_ct,Moderate delay,False
6289,PG0178,security_ct,Short delay,False
6290,PG0179,security_ct,Short delay,False
6291,PG0178,No delays,On-time,True
6292,PG0179,No delays,On-time,True
6293,PG0179,nas_ct,Short delay,False
6294,PG0179,security_ct,Moderate delay,False
6295,PG0178,carrier_ct,Moderate delay,False
6296,PG0179,security_ct,Short delay,False
6297,PG0178,No delays,On-time,True
6298,PG0179,No delays,On-time,True
6299,PG0178,No delays,On-time,True
6300,PG0178,security_ct,Short delay,False
6301,PG0179,No delays,On-time,True
6302,PG0179,security_ct,Short delay,False
6303,PG0178,carrier_ct,Long delay,False
6304,PG0179,No delays,On-time,True
6305,PG0178,late_aircraft_ct,Short delay,False
6306,PG0178,No delays,On-time,True
6307,PG0179,late_aircraft_ct,Short delay,False
6308,PG0178,security_ct,Short delay,False
6309,PG0179,No delays,On-time,True
6310,PG0178,carrier_ct,Long delay,False
6311,PG0179,carrier_ct,Short delay,False
6312,PG0178,No delays,On-time,True
6313,PG0179,security_ct,Short delay,False
6314,PG0178,nas_ct,Short delay,False
6315,PG0179,No delays,On-time,True
6316,PG0179,No delays,On-time,True
6317,PG0178,late_aircraft_ct,Short delay,False
6318,PG0178,No delays,On-time,True
6319,PG0179,No delays,On-time,True
6320,PG0178,No delays,On-time,True
6321,PG0178,No delays,On-time,True
6322,PG0178,carrier_ct,Short delay,False
6323,PG0179,late_aircraft_ct,Short delay,False
6324,PG0178,security_ct,Short delay,False
6325,PG0178,late_aircraft_ct,Short delay,False
6326,PG0179,No delays,On-time,True
6327,PG0178,No delays,On-time,True
